leftcat,rightcat,timing_ms,id,notes,row_stamp,leftcount,rightcount
13,11,0.515,731,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:18:28.769525,5000,900
13,12,1.092,732,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:18:28.769525,5000,2000
13,12,0.853,733,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:18:28.769525,5000,2000
13,13,1.817,734,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:18:28.769525,5000,5000
13,13,1.465,735,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:18:28.769525,5000,5000
12,15,6.595,771,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,2000,32000
13,10,0.169,772,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,100
13,10,0.208,773,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,100
13,11,0.619,774,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,900
13,11,0.549,775,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,900
13,12,1.091,776,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,2000
13,12,0.940,777,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,2000
13,13,1.797,778,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,5000
13,13,1.605,779,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,5000
13,14,4.571,780,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,10000
13,14,3.723,781,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,10000
13,15,13.327,782,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,32000
13,15,11.029,783,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,5000,32000
14,10,0.213,784,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,100
14,10,0.262,785,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,100
14,11,0.920,786,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,900
14,11,0.893,787,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,900
14,12,1.846,788,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,2000
14,12,1.600,789,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,2000
14,13,4.244,790,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,5000
14,13,3.655,791,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,5000
14,14,7.511,792,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,10000
14,14,6.915,793,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,10000
14,15,25.640,794,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,32000
14,15,22.564,795,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,10000,32000
15,10,0.289,796,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,100
15,10,0.334,797,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,100
15,11,1.784,798,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,900
15,11,1.548,799,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,900
15,12,3.413,800,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,2000
15,12,3.179,801,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,2000
15,13,8.406,802,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,5000
15,13,7.767,803,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,5000
15,14,17.884,804,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,10000
15,14,15.390,805,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,10000
15,15,51.551,806,CatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,32000
10,10,0.145,484,CatAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,100
10,10,0.178,485,CatTrilatAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,100
10,10,0.036,486,CatTrilatApproxAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,100
10,11,1.642,487,CatAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,900
10,11,1.771,488,CatTrilatAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,900
10,11,1.598,489,CatTrilatApproxAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,900
10,12,3.832,490,CatAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,2000
10,12,4.107,491,CatTrilatAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,2000
10,12,3.849,492,CatTrilatApproxAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,2000
10,13,10.143,493,CatAdequacy: Adequacy Timings:  - dist: 10,2021-03-26 06:31:29.164057,100,5000
15,15,48.315,807,CatTrilatAdequacy: Adequacy Timings:  - dist: 100,2021-03-26 21:20:42.644522,32000,32000
10,10,0.161,808,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,100
10,10,0.183,809,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,100
10,11,7.860,810,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,900
10,11,7.991,811,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,900
10,12,16.695,812,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,2000
10,12,16.929,813,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,2000
10,13,40.895,814,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,5000
10,13,41.356,815,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,5000
10,14,82.400,816,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,10000
10,14,83.801,817,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,10000
10,15,262.690,818,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,32000
10,15,269.705,819,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,100,32000
11,10,0.647,820,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,100
11,10,0.590,821,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,100
11,11,0.759,822,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,900
11,11,0.217,823,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,900
11,12,10.036,824,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,2000
11,12,8.238,825,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,2000
11,13,24.473,826,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,5000
11,13,19.729,827,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,5000
11,14,48.054,828,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,10000
11,14,38.972,829,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,10000
11,15,160.837,830,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,32000
11,15,124.115,831,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,900,32000
12,10,0.604,832,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,100
12,10,0.481,833,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,100
12,11,4.846,834,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,900
12,11,3.242,835,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,900
12,12,2.656,836,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,2000
12,12,0.453,837,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,2000
12,13,25.779,838,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,5000
12,13,16.710,839,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,5000
12,14,49.889,840,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,10000
12,14,32.183,841,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,10000
12,15,159.230,842,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,32000
12,15,103.406,843,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,2000,32000
13,10,0.743,844,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,100
13,10,0.434,845,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,100
13,11,5.389,846,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,900
13,11,2.385,847,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,900
13,12,12.310,848,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,2000
13,12,5.667,849,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,2000
13,13,12.190,850,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,5000
13,13,1.935,851,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,5000
13,14,57.910,852,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,10000
13,14,24.540,853,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,10000
13,15,183.894,854,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,32000
13,15,78.064,855,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,5000,32000
14,10,0.814,856,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,100
14,10,0.362,857,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,100
14,11,6.936,858,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,900
14,11,2.234,859,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,900
14,12,15.600,860,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,2000
14,12,4.857,861,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,2000
14,13,38.035,862,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,5000
14,13,11.615,863,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,5000
14,14,40.946,864,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,10000
14,14,8.228,865,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,10000
14,15,236.941,866,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,32000
14,15,71.514,867,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,10000,32000
15,10,1.350,868,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,100
15,10,0.417,869,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,100
15,11,11.693,870,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,900
15,11,2.414,871,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,900
15,12,26.561,872,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,2000
15,12,5.188,873,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,2000
15,13,65.989,874,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,5000
15,13,12.975,875,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,5000
15,14,126.094,876,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,10000
15,14,25.090,877,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,10000
15,15,263.182,878,CatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,32000
15,15,56.794,879,CatTrilatAdequacy: Adequacy Timings:  - dist: 1,2021-03-26 21:33:03.772183,32000,32000
10,10,0.166,880,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,100
10,10,0.184,881,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,100
10,11,11.698,882,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,900
10,11,12.369,883,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,900
10,12,25.840,884,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,2000
10,12,27.680,885,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,2000
10,13,64.528,886,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,5000
10,13,67.815,887,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,5000
10,14,131.135,888,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,10000
10,14,145.738,889,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,10000
10,15,459.312,890,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,32000
10,15,433.208,891,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,100,32000
11,10,1.500,892,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,100
11,10,1.369,893,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,100
11,11,1.214,894,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,900
11,11,0.241,895,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,900
11,12,28.819,896,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,2000
11,12,27.706,897,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,2000
11,13,76.276,898,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,5000
11,13,71.444,899,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,5000
11,14,150.136,900,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,10000
11,14,143.439,901,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,10000
11,15,472.810,902,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,32000
11,15,476.229,903,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,32000
12,10,1.684,904,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,100
12,10,1.370,905,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,100
12,11,14.368,906,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,900
12,11,11.348,907,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,900
12,12,5.386,908,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,2000
12,12,0.558,909,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,2000
12,13,78.677,910,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,5000
12,13,61.447,911,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,5000
12,14,156.333,912,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,10000
12,14,114.855,913,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,10000
12,15,513.321,914,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,32000
12,15,360.329,915,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,32000
13,10,2.057,916,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,100
13,10,1.117,917,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,100
13,11,18.418,918,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,900
13,11,9.257,919,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,900
13,12,40.437,920,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,2000
13,12,19.863,921,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,2000
13,13,31.153,922,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,5000
13,13,2.721,923,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,5000
13,14,197.283,924,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,10000
13,14,94.631,925,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,10000
13,15,642.035,926,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,32000
13,15,303.170,927,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,32000
14,10,2.766,928,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,100
14,10,0.997,929,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,100
14,11,24.238,930,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,900
14,11,7.740,931,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,900
14,12,54.160,932,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,2000
14,12,16.911,933,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,2000
14,13,132.855,934,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,5000
14,13,41.440,935,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,5000
14,14,113.181,936,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,10000
14,14,11.368,937,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,10000
14,15,852.057,938,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,32000
14,15,263.899,939,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,32000
15,10,5.184,940,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,100
15,10,0.839,941,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,100
15,11,47.665,942,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,900
15,11,6.458,943,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,900
15,12,101.616,944,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,2000
15,12,13.937,945,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,2000
15,13,255.188,946,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,5000
15,13,34.237,947,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,5000
15,14,535.278,948,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,10000
15,14,76.143,949,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,10000
15,15,965.460,950,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,32000
15,15,91.256,951,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,32000
(633 rows)
